;input;path;generated;Lev
28598;person 9 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28599;person 10 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28600;person 11 1;Ы О Ф Ц Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28601;person 12 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28602;person 13 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28603;person 14 1;Ы О Ф О М Э Ж В Щ У З Г Ц Ц Г Я М О Ы О Ф Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;23
28604;person 15 1;Ы О О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28605;person 16 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28606;person 17 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28607;person 18 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28608;person 19 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28609;person 20 1;Ы О Ф Ц Г Ц Х А К А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28610;person 21 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28611;person 22 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28612;person 23 1;Ы О Ф Ц Г Ц Х А К Л Е Б Р; Ы О Ф Х А Х Ц Г З Т;8
28613;person 24 1;Ы О Ф Ц Г З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28614;person 25 1;Ы О Ф Ц Г З Г Ц Х А К А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;11
28615;person 26 1;Ы О Ф Ц Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28616;person 27 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28617;person 28 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28618;person 1 1;Ы О Ф Х А Д С Ш Р; Ы О Ф Х А Д С Ш Р Т;0
28619;person 2 1;Ы О Ф Ц Г Я Г З У Щ Ж В Э М Я Г З У Щ Ж В Э М М Я Г Г З У Щ Ж В Э М Я Г Ц Ф О Ы Ы О Ф Х А Д С Ш Р Е Б Е Р; Ы О Ф Х А Х Ц Г З Т;48
28620;person 3 1;Ы О И Л Е Ш С Д А Х Ц Г Я М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;12
28621;person 4 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28622;person 5 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28623;person 6 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28624;person 7 1;Ы О Ф Ц Г Ц Х А Д С Ш Р Е Б Е Р; Ы О Ф Х А Х Ц Г З Т;11
28625;person 8 1;Ы О М Я Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;7
28626;person 9 1;Ы О Ф Х А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28627;person 10 1;Ы О Ф Ц Г З Г Ц Х А К Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;10
28628;person 11 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28629;person 12 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28630;person 13 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28631;person 14 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28632;person 15 1;Ы О М Ф Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;7
28633;person 16 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28634;person 17 1;Ы О Ф О Ы Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;12
28635;person 18 1;Ы О Ф Ц Г Ц Х А Х Ц Г З У Щ Т Ж В Э Я Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;15
28636;person 19 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28637;person 20 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28638;person 21 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28639;person 22 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28640;person 23 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28641;person 24 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28642;person 25 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28643;person 26 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28644;person 27 1;Ы О М Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28645;person 28 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28646;person 29 1;Ы О Ф Х А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28647;person 30 1;Ы О Ф Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;6
28648;person 31 1;Ы О Ф Ц Г Ц Х А Д А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;8
28649;person 1 1;Ы О Ф Х А К И Л Б Е Р; Ы О Ф Х А Д С Ш Р Т;5
28650;person 2 1;Ы О Ф Х А Д С Ш Р Е Б Л И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;13
28651;person 3 1;Ы О М Я Г Ц Х А Д С Ш Е Б Л И О Ф Ц Г Я Э В Э М О И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;24
28652;person 4 1;Ы О М Я Г З У Щ Т Ж В Э М Я Г Г Ц Х А Д С Ш Р Е Б Л И О М Э Ж Т Щ У З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;38
28653;person 5 1;Ы О И К А Д С Ш Р Е Б Л И О Ф Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;15
28654;person 6 1;Ы О И Л Е Р Е Б Л И К А Х Ц Г З У Щ Т Ж В Э М О Ы Ы О И К А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;27
28655;person 7 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28656;person 8 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28657;person 9 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28658;person 10 1;Ы О И К А А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28659;person 11 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28660;person 12 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28661;person 13 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28662;person 14 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28663;person 15 1;Ы О И К А Х Ц Г З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28664;person 16 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28665;person 17 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28666;person 18 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28667;person 19 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28668;person 20 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Е Б Е Р; Ы О Ф Х А Х Ц Г З Т;12
28669;person 21 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28670;person 22 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28671;person 23 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28672;person 24 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28673;person 25 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28674;person 1 1;Ы О Ф Ц Г Г Я М Э В Ж Т; Ы О Ф Х А Д С Ш Р Т;9
28675;person 2 1;Ы О Ф Х А Д С Ш Р Е Р; Ы О Ф Х А Х Ц Г З Т;6
28676;person 3 1;Ы О Ф Х А К И Л Б Е Р Ш С Д А Х Ц Г З У Щ Ж В Э М Я Г Ц Х А Д С Ш Р Е Б Л И К А Х Ф О Ы Ы О Ф Ц Г Я М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;46
28677;person 4 1;Ы О Ф Ц Г Ц Х А Д С Ш Е Б Л И О М Э В Ж Т Т Щ У З Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;23
28678;person 5 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28679;person 6 1;Ы О М Я Г Ц Х А Д С С Д А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;12
28680;person 7 1;Ы О Ф Ц Г Ц Х А К Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;8
28681;person 8 1;Ы О Ф Ц Г Г Ц Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;7
28682;person 9 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28683;person 10 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28684;person 11 1;Ы О Ф Ц Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28685;person 12 1;Ы О Ф Ц Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28686;person 13 1;Ы О М Я Г З У З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;12
28687;person 14 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28688;person 15 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28689;person 16 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28690;person 17 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28691;person 18 1;Ы О Ф Х А Х А К И О Ф Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;8
28692;person 19 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28693;person 20 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28694;person 21 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28695;person 22 1;Ы О М Я Г Ц Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;11
28696;person 23 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28697;person 24 1;Ы О М Я Г Ц Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;11
28698;person 25 1;Ы О М Я Г Ц Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;11
28699;person 26 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28700;person 27 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28701;person 28 1;Ы О И К А Х Ц Г З Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;7
28702;person 29 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28703;person 30 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28704;person 31 1;Ы О М Я Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;7
28705;person 32 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28706;person 33 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28707;person 34 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28708;person 35 1;Ы О М Я Г Ц Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;7
28709;person 36 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28710;person 37 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28711;person 38 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28712;person 39 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28713;person 40 1;Ы О И К А Х Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28714;person 41 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28715;person 1 1;Ы О Ф Ц Г Ц Г З У Щ Т; Ы О Ф Х А Д С Ш Р Т;8
28716;person 2 1;Ы О Ф Х А Д С Ш Е Б Л И К А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;13
28717;person 3 1;Ы О М Э В Ж Т Т Т Щ У З Г Г Ц Х А Д С Ш Е Б Л И К А Х Ц Г З У Щ Т Ж Т Т Ж В Э М О И Л Б Е Р Ш С Д А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;49
28718;person 4 1;Ы О И К А Д С Ш Р Е Б Л И О Ф Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;15
28719;person 5 1;Ы О Ф Ц Г Ц Х А Х Ф О Ы Ы О М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;13
28720;person 6 1;Ы О Ф Ц Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28721;person 7 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28722;person 8 1;Ы О Ф Ц Г Ц Х А Х Ф О О И Л Е Р; Ы О Ф Х А Х Ц Г З Т;10
28723;person 9 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28724;person 10 1;Ы О Ф Х А Х Ц Г З Г Я Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;6
28725;person 11 1;Ы О Ф Х А Х Ц Г Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28726;person 12 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28727;person 13 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28728;person 14 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28729;person 15 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28730;person 16 1;Ы О Ф Х А А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28731;person 17 1;Ы О Ф Х А Х Ц Г Я М О И К А Д С Ш Р Е Б Е Р; Ы О Ф Х А Х Ц Г З Т;14
28732;person 18 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28733;person 19 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28734;person 20 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28735;person 21 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28736;person 22 1;Ы О Ф Х А Х Ц Г Я М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;5
28737;person 23 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28738;person 24 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28739;person 25 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28740;person 26 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28741;person 27 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28742;person 28 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28743;person 29 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28744;person 30 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28745;person 31 1;Ы О Ф Ц Г Ц Х А К И О О М Э В Ж Т Т; Ы О Ф Х А Х Ц Г З Т;13
28746;person 32 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28747;person 33 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28748;person 34 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28749;person 35 1;Ы О Ф Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;6
28750;person 36 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28751;person 1 1;Ы О Ф Ц Г З У Щ Ж В Ж Э М Я Г Ц Ф О Ы Ы О Ф Х А Д С Ш Е Б Л И К А Х Ф Ц Г Я М Э Ж Т; Ы О Ф Х А Д С Ш Р Т;34
28752;person 2 1;Ы О И К А Д С Ш Р Р; Ы О Ф Х А Х Ц Г З Т;7
28753;person 3 1;Ы О М Э В Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;7
28754;person 4 1;Ы О И Ф Х А Х Ц Г З Г З У Щ Т Ж Э М О Ф Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;17
28755;person 5 1;Ы О Ф Ц Г З З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28756;person 6 1;Ы О Ф Ф Х А Х Ц Г Я М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;6
28757;person 7 1;Ы О Ф Х А Х Ц Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28758;person 8 1;Ы О Ф Ф Х А Х Ц Г Я Э Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;7
28759;person 9 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28760;person 10 1;Ы О Ф Х А Х Ц Г Ц Г Я Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;7
28761;person 11 1;Ы О Ф Х А К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28762;person 12 1; о с л е   п а у з ы; Ы О Ф Х А Х Ц Г З Т;9
28763;person 13 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28764;person 14 1;Ы О Ф Х А А Х Ц Г З У Щ Т Щ Т; Ы О Ф Х А Х Ц Г З Т;6
28765;person 15 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28766;person 16 1;Ы О Ф Х А А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28767;person 17 1;Ы О Ф Х А Х А Х Ц Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;6
28768;person 18 1;Ы О Ф Х А А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28769;person 19 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28770;person 20 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28771;person 21 1;Ы О Ф Х А А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28772;person 22 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28773;person 23 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28774;person 24 1;Ы О Ф Х А А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28775;person 25 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28776;person 26 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28777;person 27 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28778;person 28 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28779;person 29 1;Ы О Ф Х А Х Ц Г З Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;6
28780;person 30 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28781;person 31 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28782;person 32 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28783;person 33 1;Ы О Ф Х А Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28784;person 34 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28785;person 35 1;Ы О Ф Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28786;person 1 1;Ы О Ф Ц Г Ц Г Ц Г Я Г З Г Я М Э Ж Т; Ы О Ф Х А Д С Ш Р Т;15
28787;person 2 1;Ы О Ф Х А Д Д А А Х Ц Г Г Г З У Щ Т Ж Ж В В Э Я Г Ц Х А Х Х А К И Л Е Р; Ы О Ф Х А Х Ц Г З Т;27
28788;person 3 1;Ы О И К А К А Д Д А Д А К И К А Х Ф О И О О М М Э Э В Ж Т Т Щ У З Г Я Г Г Ц Х А А А Д Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;42
28789;person 4 1;Ы О Ы Ы О Ф Ц Г З З Г Г Г З Г Я М Э В Э Э Э М О Ы Ы О И Л Б Б Е Р; Ы О Ф Х А Х Ц Г З Т;28
28790;person 5 1;Ы О И К А К И Л И О Ы Ы О Ф Ф Ц Г Я М О Ы Ы О О О И Л К А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;28
28791;person 6 1;Ы О И Л И Л Л Б Е Р Е Р Р Ш С С Д А А К И И К И О О Ф О М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;30
28792;person 7 1;Ы О И К А Д С Ш Е Л И О Ф Ц Ц Г Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;16
28793;person 8 1;Ы О И К А А А Х Ц Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;8
28794;person 9 1;Ы О И Ф Ц Г Г З З Г Ц Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;11
28795;person 10 1;Ы О Ф Х А А Х Ц Г З Г Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;8
28796;person 1 1;Ы О Ф Ц Г З У Щ Т; Ы О Ф Х А Д С Ш Р Т;6
28797;person 2 1;Ы О Ф Х А Х Ф О Ы Ы О Ф Ц Г Я Э Ж Т; Ы О Ф Х А Х Ц Г З Т;10
28798;person 3 1;Ы О И К А К Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;7
28799;person 4 1;Ы О Ф Х А Д С Ш Р Е Б Л И О Ф Ц Г З У Щ Т Ж В Э М Я Г Г Ц Х А К Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;28
28800;person 5 1;Ы О Ф Х А А Х А Д С Ш Р Е Б Л И О М Э В Ж Т Ж Т; Ы О Ф Х А Х Ц Г З Т;18
28801;person 6 1;Ы О Ф Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;4
28802;person 7 1;Ы О Ф Х А Д С Ш Р Е Б Л И К А Д А Д А Х Ц Г Г Я Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;20
28803;person 8 1;Ы О Ф Х А Д С Ш Р Е Б Л К А Х Ц Г З У Щ Т Ж В Э М Я Г Ц Ф О И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;26
28804;person 9 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28805;person 10 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28806;person 11 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28807;person 12 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28808;person 13 1;Ы О Ф Ц Г Ц Х А Д А К И Л Е Р; Ы О Ф Х А Х Ц Г З Т;10
28809;person 14 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28810;person 1 1;Ы О Ф Ц Г Ц Г З Г З У Щ Т Ж В Э М М Я Г Г Ц Ф О Ы Ы О Ф Х А Д А Х А К И Л Б Е Р; Ы О Ф Х А Д С Ш Р Т;33
28811;person 2 1;Ы О Ф Ц Г З У Щ Т Ж Э В Э М О О И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;18
28812;person 3 1;Ы О Ф Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;4
28813;person 4 1;Ы О И О Ф Ц Г З У Щ Т Ж В Э М Я Г Ц Х А Д С Ш С Д А Х Ц Г Я Г Ц Х Ф О И Л Б Е Р Р; Ы О Ф Х А Х Ц Г З Т;33
28814;person 5 1;Ы О И К А Х Ц Г З У Щ Т Ж В Ж Ж Т; Ы О Ф Х А Х Ц Г З Т;10
28815;person 6 1;Ы О И К А Д А Д С С Д А К И К А Х А Д С Ш Р Е Б Л Л К А К А Х Ф Ц Г Ц Г З Г З З Г Я М О М Э М Я Г З У Щ Щ Т; Ы О Ф Х А Х Ц Г З Т;46
